Sex	Income	Race	Age	Educ
1	16000	1	26	4
1	27000	1	25	2
2	20000	4	30	6
1	15510	1	36	6
2	7202	1	32	4
2	15006	1	26	4
1	19006	1	31	4
1	68470	1	38	3
1	84000	1	47	6
2	9000	1	44	4
1	120337	1	57	5
2	36095	1	57	3
1	121655	1	27	4
1	39010	1	32	6
2	43500	1	31	4
1	52700	1	32	4
2	3584	1	43	5
1	100797	1	44	5
1	56000	1	29	3
2	8700	1	37	4
1	80000	1	44	4
2	19200	1	25	3
2	27000	1	26	3
1	28000	2	37	3
2	25000	2	45	3
2	19637	1	41	4
2	12020	1	26	3
1	105100	1	36	5
1	68665	1	49	3
1	24010	1	29	4
2	27060	1	26	4
1	74400	1	44	3
2	30300	1	46	3
1	52621	1	59	4
2	35421	1	49	3
2	38000	1	41	2
1	100000	1	42	5
2	53925	1	40	4
2	14169	4	55	3
1	73735	4	59	5
2	142141	1	50	6
2	240979	1	49	4
1	144960	1	55	6
1	150250	1	60	6
1	70000	1	31	4
1	41000	1	52	3
2	27200	1	59	3
1	57400	1	64	4
2	13645	2	25	3
1	36000	2	27	3
1	50530	1	37	4
2	5008	1	36	4
1	73426	1	50	6
1	45417	1	45	3
1	55003	1	31	5
1	22000	1	33	3
1	27000	1	38	4
1	24005	1	37	4
2	1205	1	34	3
1	131600	1	37	6
1	77620	1	57	5
2	45883	1	26	5
1	41620	1	60	5
2	7000	1	60	4
1	59000	1	39	4
2	29120	1	36	3
1	42030	1	36	4
2	14000	1	33	4
1	42000	1	36	4
2	46500	1	53	4
1	82249	1	39	6
1	80005	1	48	5
2	6144	1	45	4
1	421969	1	48	5
2	13000	1	46	3
1	38000	1	42	2
1	0	1	35	5
1	45250	1	34	6
1	60500	1	40	4
1	163370	1	50	6
2	11370	1	43	4
2	16048	1	47	3
1	436121	1	40	6
2	12346	1	40	6
1	65528	1	52	5
2	15628	1	51	5
2	367622	1	31	3
2	15000	1	32	2
1	27000	1	28	4
1	38002	1	43	5
2	32050	1	29	5
1	71050	1	30	4
1	120000	1	30	6
2	23069	1	30	3
1	34080	1	29	4
2	18080	1	25	4
1	58050	1	29	4
1	73060	1	27	4
1	120025	1	29	5
1	40169	1	53	4
2	32169	1	37	3
2	66416	1	51	4
2	88883	1	39	6
1	50045	1	30	5
2	10045	1	30	4
1	432319	1	49	4
2	18015	1	44	4
1	73015	1	47	5
1	87651	1	59	5
2	11550	1	45	5
2	8000	1	35	4
1	46400	1	35	4
2	5100	1	38	3
1	60000	1	37	2
1	131150	1	45	3
2	54250	1	34	5
1	43000	1	38	6
2	26538	1	37	5
2	38194	1	38	5
1	50000	1	50	3
2	33000	1	50	3
2	90404	1	44	3
1	120404	1	47	4
1	91000	1	38	3
2	26000	1	41	3
2	36248	1	52	3
2	46800	1	62	5
1	57504	1	53	4
2	37054	1	40	4
2	40035	4	38	5
1	60035	1	38	2
1	15000	1	33	2
1	31000	2	53	4
2	9000	1	42	3
1	30000	1	33	3
1	62744	1	26	3
1	30070	1	25	3
1	54000	1	39	4
2	14000	1	36	4
1	54285	1	40	4
2	30990	1	26	5
2	20000	1	25	5
1	43084	1	54	5
2	26484	1	44	4
2	369522	1	49	4
2	13150	1	41	4
1	68150	1	43	5
2	33003	1	49	3
1	85128	1	50	5
1	70417	1	61	5
2	55500	1	59	4
1	62109	1	31	4
1	40025	1	60	4
2	38654	1	52	4
1	32803	1	44	4
2	60884	1	50	3
1	75885	1	52	3
1	10500	1	30	4
1	42000	1	51	2
1	30000	1	32	4
1	150202	1	43	5
2	30202	1	37	4
1	3522	1	58	4
1	30000	1	39	3
2	4500	1	36	1
2	58412	1	46	4
1	68093	1	37	5
2	3700	1	39	2
1	29002	1	37	3
1	35712	1	37	4
2	32850	1	51	3
1	95000	1	31	4
1	76538	1	49	5
2	77420	1	41	5
2	12000	1	60	3
1	75000	1	59	4
2	18940	1	46	4
1	97109	1	52	5
2	22968	1	48	3
1	54437	1	30	4
2	35035	1	34	3
1	11100	1	64	3
1	17202	1	29	4
1	46000	1	56	3
1	15000	1	30	3
1	47701	1	32	3
2	21000	1	38	3
1	56202	1	40	3
1	47010	1	31	3
2	24010	1	36	4
2	39069	1	38	5
1	15016	1	38	4
1	15522	1	33	2
2	21100	1	34	4
1	35100	1	37	4
1	31008	1	37	3
2	32008	1	34	3
1	35000	1	31	4
2	7000	1	27	3
1	21200	1	59	6
2	31000	1	61	4
1	20521	1	57	4
2	72979	1	61	4
1	70100	1	41	5
2	32200	1	39	3
2	42000	1	40	3
1	38016	1	45	3
1	124368	1	40	4
2	21018	1	40	3
1	63537	1	38	5
2	18516	1	27	4
1	10000	1	44	3
2	58000	1	44	4
2	3184	1	30	4
1	42050	1	30	4
1	20000	1	46	3
2	29808	1	36	3
1	36035	1	26	3
1	164395	1	51	3
2	57633	1	25	6
1	28348	1	33	3
1	40100	1	32	4
2	10100	1	25	4
1	78700	1	56	5
1	113250	1	38	5
1	48692	1	28	5
1	18015	1	27	6
2	28015	1	26	5
2	18000	1	46	1
1	20000	1	53	1
1	127826	1	51	4
2	66200	1	25	5
1	25250	1	31	3
2	25250	1	29	4
1	79100	1	30	5
1	88600	1	39	6
2	20100	1	38	4
1	46400	1	38	4
2	98000	1	37	4
1	71807	1	26	3
1	67500	4	39	5
1	61105	1	28	4
2	8200	1	40	3
1	12000	1	28	4
2	22830	1	64	3
1	35000	1	36	6
2	28000	1	31	5
1	69242	1	47	5
2	13242	1	42	4
1	193481	1	35	3
2	44855	1	38	5
1	34460	1	33	5
1	60003	1	46	4
2	6500	1	46	5
1	58000	1	44	4
2	8000	1	45	4
1	40000	1	43	4
2	3500	1	38	4
2	36242	1	45	4
1	70001	1	49	4
1	52010	1	38	6
1	36000	1	49	4
1	15750	1	25	5
1	85040	1	45	4
2	15040	1	44	4
1	80000	1	56	3
1	70000	1	30	6
2	30700	1	26	5
2	32400	1	55	4
1	140001	1	42	6
2	3000	1	45	5
1	59000	1	31	5
1	54211	1	59	5
1	83410	1	34	5
1	129800	1	41	5
2	8400	1	41	4
2	26200	1	54	4
1	135509	1	49	4
2	18000	1	50	1
1	36002	1	54	1
2	30100	1	29	4
1	22100	1	28	5
1	26000	1	28	3
2	20000	1	27	4
1	25000	1	28	3
2	10000	1	26	4
2	19000	1	25	4
1	46400	1	61	4
2	30000	1	60	4
2	12000	1	31	4
2	65082	1	35	5
1	48021	1	36	3
1	2	1	48	4
2	22000	1	48	4
1	111016	1	39	5
1	49050	1	26	4
1	18000	1	28	4
2	49700	1	26	4
2	20003	1	26	5
2	45000	1	48	4
1	6925	1	52	5
2	27000	1	52	4
2	22000	1	30	4
1	80000	1	33	4
1	56000	1	63	6
2	28000	1	57	5
1	50001	1	32	3
2	37242	1	40	3
1	30010	1	27	3
2	27000	1	27	3
1	250154	1	44	6
1	47276	1	54	3
2	23730	1	49	3
2	8000	1	28	3
1	45150	1	29	4
1	85019	1	52	6
2	2019	1	50	6
1	460584	1	33	5
2	20000	1	42	2
1	35000	1	45	3
1	60000	1	49	4
2	28000	1	59	5
2	3750	1	30	4
1	31000	1	29	4
2	23000	1	25	4
1	85200	2	53	4
2	25000	1	50	4
1	150405	1	37	6
2	50404	1	37	5
1	31000	1	29	4
2	33600	1	26	4
2	48700	1	58	5
1	60070	1	46	5
1	17000	1	62	4
2	8300	1	62	4
2	200	1	33	4
1	75000	1	32	6
2	56000	1	48	4
1	36000	1	47	4
1	25000	1	45	4
2	25050	1	31	4
1	30000	1	51	4
1	44000	1	57	4
2	59258	1	35	3
1	32000	1	29	4
2	12000	1	25	2
1	44000	1	41	2
1	46000	1	31	5
1	63167	1	44	6
2	0	1	28	6
1	54451	1	27	5
1	19000	1	31	3
2	41871	1	45	6
1	45001	1	31	4
1	124369	1	34	5
1	150250	1	61	6
1	70000	1	30	4
1	423869	1	37	6
1	43000	1	31	4
1	32001	1	30	4
2	1001	1	30	4
1	2005	1	46	5
2	40005	1	45	6
1	24002	1	30	4
2	702	1	31	4
2	23600	1	45	5
1	59000	1	31	3
2	19790	1	26	4
2	33040	1	29	4
1	213651	1	36	6
2	69758	1	37	6
2	6000	1	30	3
1	37000	1	35	4
1	45490	1	29	5
2	17500	1	26	4
1	30080	1	25	4
1	45600	1	35	6
2	13008	1	40	4
1	121008	1	43	6
1	38268	1	51	5
1	60050	1	49	3
1	62410	1	45	4
2	30496	1	39	5
2	25018	1	45	3
1	76016	1	47	4
1	81500	1	39	5
2	12000	1	35	5
2	70974	1	50	6
1	45000	1	56	4
2	25000	1	55	4
2	51200	1	33	4
1	69000	1	45	5
2	63400	1	42	5
2	75000	1	44	5
1	50100	1	45	4
1	119404	1	35	5
2	904	1	32	6
1	50000	1	51	6
2	31200	1	27	4
1	41600	1	28	4
1	63000	1	42	4
2	13000	1	39	3
1	40000	1	35	4
2	2500	4	41	5
1	74000	1	41	5
2	23000	1	40	5
1	27000	1	27	5
1	30000	1	35	3
2	21000	1	33	3
1	420306	1	55	6
1	25000	1	28	4
2	80454	1	55	6
2	20000	1	58	4
2	51521	1	56	3
1	41000	1	50	3
2	69000	1	61	6
1	50001	1	60	4
1	16000	2	26	4
2	48000	1	51	5
1	100000	1	55	5
1	25000	1	27	3
2	30000	1	27	3
1	30001	1	26	4
2	19056	1	28	4
2	22758	1	48	4
1	30000	1	49	3
2	58894	1	44	6
1	75001	1	52	5
1	41600	1	27	3
1	20000	1	29	1
1	20000	1	25	2
1	42000	1	35	3
2	25000	1	34	3
1	50000	1	45	3
2	30012	1	28	3
1	33501	1	38	3
1	80000	1	54	6
2	25000	1	51	3
1	30000	1	51	3
1	50000	1	46	5
1	22984	1	33	2
1	80000	1	52	5
1	20000	1	56	3
2	30000	1	51	3
1	20000	1	25	3
2	10000	1	64	1
1	30095	1	55	2
2	29802	1	27	5
1	175000	1	35	6
2	1200	1	37	4
1	100000	1	41	4
1	40000	1	37	4
2	30000	1	35	5
2	7067	1	60	4
1	49755	1	60	4
2	41000	1	35	4
1	55000	1	38	3
1	36200	1	28	3
1	67000	1	45	3
2	17000	1	26	3
2	20000	1	60	3
1	48795	1	37	4
2	24732	1	32	3
2	24000	1	41	3
2	35441	1	52	3
1	9800	1	26	3
1	55574	1	51	5
2	86153	1	63	3
1	11000	1	41	3
1	30000	1	51	4
2	60000	1	49	5
1	21000	4	59	1
2	20000	4	46	2
1	69250	1	56	6
2	51250	1	55	5
1	50065	1	49	2
2	48065	1	54	3
2	48615	1	40	4
1	38149	1	32	4
2	15460	1	30	4
2	12020	1	61	4
1	31255	1	55	5
1	19504	1	57	4
2	20800	1	57	3
2	15280	1	31	4
2	70288	1	35	5
1	6000	1	34	4
2	15000	1	51	4
1	50900	1	37	5
2	36900	1	26	6
2	1943	1	33	4
1	52680	1	37	4
1	75388	1	45	4
1	107416	1	40	5
2	3183	1	35	5
1	54352	1	51	3
1	90000	1	28	5
2	17025	1	30	3
1	31425	1	31	3
1	35000	1	27	3
1	18000	1	46	6
1	25000	1	31	1
1	33000	1	28	3
1	64350	1	27	4
2	4500	1	62	1
2	4500	1	39	4
1	22000	1	41	5
1	60050	1	45	5
2	43050	1	55	2
1	22265	4	36	4
1	24600	1	34	3
2	9800	1	36	4
1	24000	1	25	3
1	28000	4	40	1
2	60176	1	28	4
2	95200	1	55	6
1	55300	1	34	4
2	62300	1	28	4
1	56259	1	53	4
2	13250	1	52	3
2	50300	1	33	5
1	50265	2	36	3
1	25400	1	33	5
2	5900	1	26	5
1	0	1	39	2
1	24000	1	34	3
1	43000	1	31	4
1	31501	1	29	3
1	34000	1	38	3
2	15002	1	36	3
2	4646	1	46	5
1	110646	1	45	6
1	0	1	34	5
1	58050	1	28	5
1	61200	1	28	3
2	0	1	28	3
2	34000	1	51	4
1	103114	1	44	6
2	39200	1	42	3
1	23500	1	26	5
2	25000	1	25	5
2	50230	1	62	4
1	105323	1	42	4
2	35000	1	33	4
2	49000	1	51	3
1	36500	1	31	2
2	19000	1	40	4
1	18000	1	49	3
2	41550	1	26	5
2	46900	1	42	5
1	13440	1	33	4
1	53000	1	48	5
1	86000	1	34	6
1	24000	1	30	5
1	32000	1	26	5
2	52075	1	33	5
1	28150	1	28	4
1	24000	1	33	4
2	24000	1	30	4
1	25900	1	35	5
2	42650	1	31	3
2	9000	1	59	3
1	83532	1	53	4
2	17400	1	46	4
1	33000	1	49	1
2	18000	1	27	4
2	24000	1	31	3
2	32300	1	50	3
1	54000	1	40	3
1	86979	1	31	4
2	4746	1	32	4
2	31000	1	45	3
1	58000	1	37	1
2	39050	1	52	5
1	58300	1	59	4
1	40000	1	49	3
2	3702	1	45	3
2	24100	1	64	3
1	44620	1	62	3
1	138444	1	45	5
1	2516	1	42	3
2	24000	4	33	3
1	50210	1	26	4
1	50005	1	36	2
2	42000	1	26	5
1	40000	1	51	4
2	12000	1	47	4
1	82500	1	34	6
2	55000	1	45	4
1	140200	1	45	5
2	20750	1	25	4
1	125058	1	53	5
2	4054	1	37	3
1	125050	1	35	3
1	40000	1	34	3
1	18055	1	26	5
1	62500	1	54	4
2	18868	1	62	2
2	36700	1	60	4
1	82497	1	62	6
2	29145	1	52	5
2	17000	1	44	2
2	20800	1	26	4
1	16500	1	30	4
1	20000	1	35	2
2	15000	1	34	2
2	20000	1	35	3
2	25000	4	33	6
1	421969	4	32	6
2	11000	1	28	4
1	41010	4	29	3
2	12000	4	47	3
1	13450	1	44	5
1	75570	1	48	4
1	76000	1	31	4
2	39000	1	61	3
2	50000	1	35	4
2	30200	1	29	4
2	20000	1	31	4
1	22000	1	34	2
1	218651	1	54	6
2	30200	1	27	5
2	6000	1	30	5
2	40200	1	28	5
2	40300	1	26	5
2	103081	1	37	4
1	80081	1	38	6
1	93000	1	50	6
2	63000	1	39	5
1	83241	1	50	5
1	40100	1	25	5
2	89920	1	33	4
1	25000	1	35	6
2	20200	1	56	4
1	60443	1	59	4
1	20100	1	56	4
2	32900	1	54	3
1	45001	1	31	4
2	-995	1	64	5
1	100000	1	31	6
1	85000	1	47	3
2	44300	1	56	3
1	37000	1	25	3
1	50000	1	27	5
2	5208	1	32	4
1	36002	1	36	4
1	74554	1	55	5
2	50253	1	57	3
1	206173	1	59	5
2	60100	1	27	5
1	65100	1	27	5
2	24000	1	39	3
1	10284	1	40	3
2	110699	1	49	6
1	95600	1	49	6
2	50000	1	51	6
1	49500	1	37	5
1	46800	1	63	4
1	204230	1	49	5
2	67923	1	47	4
2	31402	1	27	4
1	4000	1	46	4
1	433629	1	37	3
2	21000	1	38	5
2	20000	1	33	5
1	35000	1	33	5
2	5042	1	41	5
1	92742	1	45	5
2	28000	1	29	5
2	18519	1	43	3
1	30000	1	41	3
1	32300	1	50	2
1	173204	1	57	6
1	136344	1	52	6
2	7844	1	51	4
1	93185	1	61	6
2	44185	1	57	5
2	75100	1	47	4
2	50250	1	35	6
1	33001	1	39	2
2	14000	4	26	4
1	14600	1	25	4
1	37000	1	39	3
1	33544	1	59	3
2	20920	1	56	3
1	29000	1	51	1
2	41000	1	52	4
1	41000	1	36	3
2	36000	1	35	3
2	8500	1	55	5
2	45003	2	39	3
1	45000	1	35	3
1	88600	1	30	6
1	65000	1	54	5
2	60000	1	52	6
1	35000	1	54	5
1	38250	1	44	4
2	12100	1	36	4
2	30892	1	59	4
1	28090	1	51	2
2	6500	1	25	3
2	22463	1	51	3
1	75463	1	58	4
2	30078	1	62	4
1	84000	1	39	5
2	40012	1	60	4
1	35000	1	62	5
1	68844	1	63	4
2	45844	1	59	4
1	51500	1	46	5
2	103500	1	41	6
1	72850	1	31	5
1	35000	1	32	5
2	128500	1	50	6
2	20000	1	38	3
1	20000	1	38	5
2	30000	1	26	4
2	26000	2	38	2
1	34000	1	57	4
2	34000	1	48	3
1	1500	1	37	1
2	0	1	25	3
1	14000	1	54	3
1	0	1	47	1
2	11000	1	33	3
2	26000	1	38	3
1	50000	1	38	3
1	18000	1	31	3
1	18000	1	32	1
1	28000	1	54	2
1	25025	1	38	3
2	28512	1	31	4
2	25000	1	27	4
2	11356	1	27	3
1	19200	1	28	2
2	22000	1	38	2
1	91000	1	42	6
2	41600	1	26	4
2	80577	1	43	2
2	94040	1	46	2
1	26580	1	49	5
2	38000	1	56	3
1	19000	1	43	1
2	78160	1	47	3
1	65226	1	54	6
1	14230	1	54	4
2	5600	1	30	5
1	31500	1	54	4
1	23000	1	43	2
1	65000	1	29	3
1	20000	1	31	3
1	21000	1	30	3
2	24907	1	41	3
2	36360	1	51	5
1	114360	1	54	5
1	130200	1	35	5
1	151524	1	28	5
2	80300	1	28	5
1	83429	1	48	6
2	9840	1	45	5
1	30000	1	36	6
2	26039	1	30	4
2	48050	1	30	3
2	366047	1	34	3
2	49700	1	31	4
1	40014	1	26	3
1	77000	1	35	5
1	61825	1	57	5
2	18025	1	51	5
1	472129	1	51	6
2	37638	1	47	5
1	56638	1	50	5
1	90000	1	46	6
1	35000	1	58	3
2	25300	1	37	4
1	80000	1	35	5
2	36001	1	42	5
1	30000	1	38	4
1	160600	1	33	5
2	6600	1	28	4
2	67001	1	40	6
1	53001	1	40	5
1	107107	1	37	5
2	28050	1	34	5
2	37700	1	32	3
2	51000	1	50	3
1	81500	1	52	3
2	22656	1	27	3
1	14140	4	35	4
1	22000	4	27	5
1	18000	1	26	4
2	23000	1	26	4
2	11003	1	25	4
1	88000	4	49	6
2	20000	4	38	4
1	60000	4	51	5
2	50000	4	51	4
1	200654	1	43	5
2	71795	1	48	5
1	85201	1	34	5
2	25200	1	32	6
2	27343	1	50	5
1	423312	1	58	6
2	20000	1	38	5
1	45010	1	30	4
2	9019	1	49	4
1	71021	1	50	4
2	13237	1	48	4
1	20000	1	35	4
2	49400	1	53	4
1	122900	1	46	4
2	38120	1	53	5
1	22000	1	27	4
1	22000	1	27	3
1	47000	1	31	5
1	33000	1	34	5
1	10000	1	31	5
2	50000	1	30	5
1	92000	1	43	4
2	23016	1	41	3
2	15000	2	41	4
1	46000	4	58	3
2	41000	4	53	3
1	56660	1	37	3
2	25000	1	27	3
1	80100	1	34	3
2	27600	1	40	2
1	111000	1	45	5
2	65577	1	50	4
1	77500	1	33	5
1	42000	1	55	4
2	10000	1	31	3
1	25000	2	36	3
1	35000	4	35	2
2	22000	4	32	2
1	52100	1	39	2
1	35010	1	41	5
2	20000	1	41	3
1	23000	1	26	2
1	36000	1	37	2
1	35000	1	39	3
2	74751	1	37	4
1	40000	4	57	6
1	55000	1	53	2
2	85000	1	34	6
1	65000	1	39	6
1	67250	1	46	4
2	15050	1	38	3
1	24000	1	25	1
1	30000	1	26	3
2	14000	1	26	3
1	70492	1	40	3
1	40801	1	40	4
1	50006	1	30	4
1	34001	1	63	6
1	75000	1	33	4
2	67881	1	38	5
1	78000	1	31	4
1	22000	1	30	3
1	84115	1	59	4
2	38115	1	56	4
1	435169	1	58	6
2	22000	1	28	6
1	100000	1	31	6
1	87586	1	37	5
1	50435	1	50	5
2	119761	1	58	6
1	100500	1	57	4
2	28500	1	54	4
1	40000	1	64	4
2	29100	1	56	3
1	171421	1	60	6
1	74845	1	40	6
1	78010	1	46	3
1	100026	1	45	4
2	20000	1	51	5
1	212021	1	50	6
2	2477	1	34	4
1	21077	1	37	4
1	21000	1	37	4
2	0	1	38	5
1	12000	1	32	5
2	12242	1	48	3
1	37000	1	49	3
1	80169	1	51	4
2	40000	1	48	3
1	70200	1	31	5
1	86259	1	31	4
2	14579	1	30	3
2	17100	1	30	4
2	6000	1	61	3
1	10015	1	60	3
1	0	1	27	2
2	35250	1	43	3
1	64252	1	46	3
1	29000	1	25	3
2	8170	1	44	2
1	32000	1	48	2
1	29634	1	25	4
2	15000	1	46	3
1	75250	1	59	6
2	30250	1	56	5
1	151100	1	30	2
1	110150	1	25	3
2	19050	1	37	5
1	175529	1	38	6
1	45010	1	30	3
1	33000	1	33	3
1	2000	1	29	2
1	35000	1	42	3
2	36523	1	37	6
1	68423	1	37	5
1	123039	1	31	3
2	35000	1	29	4
2	12948	1	43	3
1	50808	1	37	3
2	50355	1	62	3
1	35000	1	62	3
2	3700	1	48	4
1	423369	1	46	4
1	92559	1	34	3
1	70300	1	40	4
2	19000	1	56	2
2	1108	1	59	3
1	56000	1	51	3
1	54323	1	47	3
2	26619	1	53	3
1	14001	1	55	6
2	11722	1	63	5
1	85000	1	45	4
1	10000	1	48	4
2	59500	1	54	5
2	34600	1	45	4
1	78000	4	36	5
2	20000	4	34	6
1	52129	1	41	6
2	62694	1	43	5
2	41882	1	64	6
1	15000	1	30	5
1	15000	1	28	3
1	30000	1	39	3
1	27502	1	40	3
2	19000	1	34	1
1	35000	1	25	1
2	15700	1	51	4
1	17000	1	36	2
2	37005	1	39	4
2	23000	1	55	4
1	30000	1	45	3
2	25650	1	59	4
1	35000	1	48	3
2	0	1	45	2
2	65288	1	57	6
2	15600	1	28	3
2	2640	1	49	4
1	35000	1	52	4
2	82000	1	64	4
1	60000	1	50	5
2	24000	1	27	3
1	45000	1	29	3
2	16200	1	58	2
1	27500	1	59	3
1	20000	1	59	4
1	29000	1	26	3
1	28925	1	62	6
2	56250	1	60	6
2	37500	1	54	5
1	15000	1	46	2
1	18000	1	37	1
1	42722	1	56	5
2	53540	1	54	5
2	42016	1	36	4
2	23890	1	45	4
2	0	1	59	3
2	60005	1	30	4
1	51400	1	41	2
2	14000	1	38	1
1	48000	1	41	1
1	44000	1	29	3
1	7500	1	29	2
1	34000	1	26	4
1	85015	1	50	4
2	6762	1	49	4
2	140500	1	37	4
1	42500	1	40	3
2	22500	1	57	4
1	76500	1	52	4
1	77000	1	38	4
2	56180	1	44	5
1	100300	1	41	4
1	99140	1	58	4
1	95150	1	42	3
1	75000	1	40	2
2	23000	1	62	4
1	21842	1	41	2
2	10467	1	40	4
1	12500	1	36	1
2	22000	1	35	6
1	51000	1	32	3
2	23000	1	27	3
1	18912	1	43	1
2	12376	1	38	1
1	19940	1	32	4
1	23000	1	60	2
1	75000	1	56	4
1	34001	1	41	4
2	53001	1	40	4
2	30600	1	58	3
1	154600	1	60	6
1	54000	1	36	2
2	23160	1	38	1
2	18500	1	42	2
1	65005	1	35	2
2	5	1	37	4
1	52300	1	45	3
2	55300	1	42	3
1	65000	1	57	4
2	35002	1	49	4
2	21669	1	50	4
1	83669	1	58	4
1	26400	1	33	3
2	24800	1	32	3
1	80240	4	52	4
1	78000	1	45	4
2	20002	1	44	3
2	5000	1	46	4
1	27000	1	53	3
1	65100	1	39	4
1	40600	1	37	3
1	95000	1	33	5
2	26800	1	35	5
2	14600	1	32	4
1	43000	1	37	3
2	17556	1	33	3
1	25125	1	33	3
1	65140	1	37	5
2	12300	1	39	5
1	35000	1	63	5
1	49424	1	63	3
2	26000	1	43	3
1	30000	1	47	3
1	65869	1	54	3
2	27337	1	53	3
1	25440	1	29	6
1	60125	1	49	4
1	419969	1	55	4
2	27000	1	26	3
2	13200	1	44	4
2	71274	1	42	4
1	29120	2	44	3
1	1655	1	44	2
1	64975	1	45	4
1	104912	1	33	4
2	53112	1	31	4
1	75001	1	45	4
1	53000	1	50	1
2	53400	1	44	5
1	40000	1	49	4
2	80000	1	52	6
1	36000	1	33	3
2	28000	4	34	3
1	160043	4	52	4
2	25879	4	44	5
2	50011	4	41	5
1	12299	4	45	1
1	16560	1	35	3
1	1200	1	63	3
2	40000	1	59	3
1	22000	1	26	1
2	38732	1	57	3
1	30000	2	64	4
2	170000	1	42	3
2	75000	1	60	5
2	20000	2	55	3
2	14280	2	53	2
2	28000	1	45	3
2	14640	1	32	2
1	37440	1	33	2
1	43020	1	37	4
2	17	1	60	3
2	47500	1	47	3
2	4800	1	52	4
2	45000	1	46	4
2	200000	1	57	4
1	81005	1	31	4
1	48519	1	43	4
1	74929	1	35	4
2	23072	1	26	5
1	15000	1	43	1
1	18000	1	44	1
2	0	1	35	1
2	0	2	35	3
1	16000	1	57	1
1	73006	2	53	4
2	59755	1	64	4
1	60000	1	55	4
2	50677	1	46	4
2	48000	2	42	4
2	47002	1	51	6
1	91022	1	39	5
1	22000	1	49	4
1	60058	1	42	4
1	52600	1	35	3
2	50800	1	34	4
2	45000	4	51	3
2	93320	1	43	6
2	77100	2	43	5
1	30100	2	40	5
1	52000	1	46	3
1	50200	1	45	3
1	91460	1	35	3
1	50000	1	35	4
1	104043	1	38	4
2	43230	1	39	6
2	11000	1	39	4
2	30337	1	53	3
1	80337	1	57	4
1	55766	1	39	6
2	8000	1	46	4
1	420373	1	54	5
2	35000	1	43	5
1	110515	1	49	6
2	48000	1	46	3
2	75000	1	48	5
2	21000	4	32	5
1	28000	4	38	2
2	15000	4	48	3
1	18000	4	58	3
1	40162	1	49	3
2	24162	1	46	3
2	46500	1	39	6
1	166500	1	39	6
2	10500	1	60	4
2	33510	1	59	5
1	46040	1	53	5
2	34350	1	54	3
2	72000	1	58	5
1	95000	1	58	3
2	218221	1	49	4
2	30000	1	25	3
1	55000	1	25	3
2	50000	1	45	3
1	100000	1	46	3
1	55000	1	59	3
1	17000	1	36	1
2	16000	2	34	3
1	32000	2	40	3
1	50000	1	35	2
2	12000	1	58	2
1	30010	2	38	3
2	30010	2	37	3
2	57454	1	39	4
1	48096	1	48	5
2	120570	1	62	6
2	20000	1	30	3
1	35500	1	39	6
2	29756	2	31	2
2	0	1	37	5
1	25000	1	37	1
2	28025	2	60	4
1	83383	1	39	2
2	19000	1	41	3
1	28000	1	56	3
2	30000	1	27	3
2	30000	1	27	3
1	35000	1	55	4
2	50000	1	56	4
1	40044	1	62	4
2	32000	1	62	3
1	85000	1	30	4
1	0	1	59	1
1	20000	1	36	1
2	15000	1	48	2
1	37000	1	42	4
2	14000	1	45	5
2	32000	1	47	4
1	80040	1	47	4
2	32600	1	54	3
1	45000	1	42	3
1	32000	1	29	2
1	12000	1	40	2
1	9000	1	28	2
1	34000	1	62	1
1	72000	1	48	4
1	67173	1	39	4
1	4300	1	26	4
2	16002	1	59	4
1	32002	1	61	6
1	102270	1	41	6
2	76150	4	49	5
1	64000	1	37	6
1	69404	1	40	5
1	9660	1	36	2
2	55000	2	46	4
1	26000	1	36	5
1	58050	1	33	5
2	62050	1	28	3
1	55028	2	43	3
2	55010	4	51	4
2	107032	1	60	6
1	30325	1	60	5
2	35000	1	49	3
1	111305	2	37	5
1	65101	1	26	4
1	55100	1	44	3
1	74100	1	35	6
2	52184	1	32	6
1	91000	1	40	5
2	37000	1	39	5
2	24000	1	60	3
1	35000	4	50	3
2	35000	4	51	3
1	28000	2	35	3
2	17000	1	40	3
1	28800	1	41	1
2	-1200	1	38	1
1	20000	1	25	3
2	20000	1	25	3
1	110090	1	54	4
2	26250	1	55	4
1	25050	1	32	4
1	25050	1	27	3
2	67127	2	48	4
1	33000	1	31	3
2	30000	1	29	3
1	45000	1	62	3
1	66860	1	50	3
2	32671	1	50	3
2	40020	4	28	4
1	28010	4	33	3
1	55250	4	27	5
1	100000	1	25	3
2	60000	1	26	3
1	39700	2	28	3
1	35000	1	26	3
2	25000	1	60	4
1	25000	1	59	3
1	45000	1	41	4
1	50000	1	30	4
1	82463	1	48	5
2	15521	1	38	5
1	75000	1	40	3
2	17500	1	48	3
1	189500	1	64	3
2	20000	1	55	2
1	100000	1	59	4
1	1000	1	29	2
1	70000	1	31	2
2	40000	1	30	3
1	28188	2	50	3
1	52000	1	35	3
2	40000	1	33	3
1	40000	1	35	4
2	23000	2	62	3
1	26000	2	29	4
2	20000	1	47	3
1	15000	1	25	3
2	18000	1	51	3
2	20000	1	40	3
1	100000	4	47	5
2	47000	2	53	4
1	32000	2	54	3
2	72000	2	33	3
1	60000	2	45	5
2	60000	2	44	5
1	15000	1	42	2
2	25000	1	46	1
1	75000	1	30	4
1	37000	1	34	5
2	47005	1	46	5
2	21102	4	46	4
1	35002	4	47	4
1	42210	1	47	5
